"Station Name","BLIND RIVER HYDRO CENTRE"
"Province","ONTARIO"
"Latitude","46.20"
"Longitude","-83.02"
"Elevation","189.00"
"Climate Identifier","6050805"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1987-05","1987","05","17.5","","5.1","","11.3","","29.0","","-3.0","","49.6","","0.0","","49.6","","0","",,"",,""
"1987-06","1987","06","24.2","","9.6","","16.9","","31.0","","-1.0","","57.1","","0.0","","57.1","","0","",,"",,""
"1987-07","1987","07","26.2","","13.8","","20.0","","31.0","","4.5","","99.2","E","0.0","","99.2","E","0","",,"",,""
"1987-08","1987","08","23.4","E","12.1","","17.8","E","30.0","","3.0","","122.8","","0.0","","122.8","","0","",,"",,""
"1987-09","1987","09","19.6","","8.8","","14.2","","24.5","","0.0","","106.7","","0.0","","106.7","","0","",,"",,""
"1987-10","1987","10","10.4","E","3.2","E","6.8","E","16.5","","-2.0","S","71.6","E","14.0","","85.6","E","","M",,"",,""
"1987-11","1987","11","4.9","","-2.6","","1.2","","13.0","S","-14.0","","47.9","E","14.0","E","61.9","E","","M",,"",,""
"1987-12","1987","12","0.7","E","-6.9","E","-3.1","E","8.0","","-22.0","E","31.9","","49.9","E","81.8","E","","M",,"",,""
"1988-01","1988","01","-4.7","E","-15.2","E","-10.0","E","4.0","","-32.0","","3.0","E","46.4","E","49.4","E","","M",,"",,""
"1988-02","1988","02","-5.7","","-17.9","E","-11.8","E","4.0","S","-31.0","","1.0","","43.6","E","44.6","E","","M",,"",,""
"1988-03","1988","03","0.9","E","-10.5","","-4.8","E","10.5","","-27.5","","48.9","E","26.4","E","75.3","E","","M",,"",,""
"1988-04","1988","04","9.8","E","-0.4","","4.7","E","19.0","S","-6.0","S","","M","","M","","M","0","",,"",,""
"1988-05","1988","05","19.2","","5.5","E","12.4","E","29.5","","-0.5","","51.7","E","0.0","","51.7","E","0","",,"",,""
"1988-06","1988","06","23.7","E","9.3","E","16.5","E","33.0","","2.0","S","19.9","","0.0","","19.9","","0","",,"",,""
"1988-07","1988","07","27.2","","12.8","","20.0","","35.0","","6.0","","48.2","E","0.0","","48.2","E","0","",,"",,""
"1988-08","1988","08","24.5","","13.5","","19.0","","33.0","","5.0","","144.4","","0.0","","144.4","","0","",,"",,""
"1988-09","1988","09","18.6","","8.7","","13.7","","26.5","","1.5","","76.5","E","0.0","","76.5","E","0","",,"",,""
"1988-10","1988","10","9.4","E","1.8","E","5.6","E","16.0","S","-4.0","S","104.6","","0.0","","104.6","","","M",,"",,""
"1988-11","1988","11","5.8","E","0.5","","3.2","E","12.5","","-7.5","","142.3","E","4.0","E","146.3","E","","M",,"",,""
"1988-12","1988","12","-2.4","","-11.4","","-6.9","","9.0","","-25.5","","7.0","E","46.6","E","53.6","E","","M",,"",,""
"1989-01","1989","01","-2.5","E","-13.3","E","-7.9","E","5.0","","-33.0","","0.0","T","","M","","M","","M",,"",,""
"1989-02","1989","02","-5.9","E","-18.6","E","-12.3","E","1.5","","-32.0","","0.0","","37.6","E","37.6","E","","M",,"",,""
"1989-03","1989","03","-1.2","","-13.8","E","-7.5","E","10.0","","-30.0","","5.0","E","50.0","","55.0","E","","M",,"",,""
"1989-04","1989","04","7.8","","-2.0","","2.9","","16.0","","-12.0","","33.3","","14.0","E","47.3","E","0","",,"",,""
"1989-05","1989","05","17.4","","5.4","","11.4","","24.0","S","-2.5","","52.4","E","0.0","","52.4","E","0","",,"",,""
"1989-06","1989","06","20.4","","9.7","","15.1","","28.0","S","1.0","","71.6","","0.0","","71.6","","0","",,"",,""
"1989-07","1989","07","28.1","","12.1","E","20.1","E","32.0","","1.0","","10.5","E","0.0","","10.5","E","0","",,"",,""
"1989-08","1989","08","23.1","E","11.2","","17.2","E","29.0","S","5.0","S","34.8","","0.0","","34.8","","0","",,"",,""
"1989-09","1989","09","20.0","","7.1","","13.6","","27.0","","-4.0","","31.4","","0.0","","31.4","","0","",,"",,""
"1989-10","1989","10","11.9","","2.5","","7.2","","19.5","S","-6.5","","47.9","E","0.0","","47.9","E","0","",,"",,""
"1989-11","1989","11","2.8","E","-3.6","E","-0.4","E","","M","","M","7.6","","3.0","","10.6","","","M",,"",,""
"1989-12","1989","12","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
