"Station Name","ELLIOT LAKE STANLEIGH"
"Province","ONTARIO"
"Latitude","46.42"
"Longitude","-82.65"
"Elevation","374.00"
"Climate Identifier","6052268"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1985-06","1985","06","20.0","","8.8","","14.4","","27.5","","2.0","","54.0","","0.0","","54.0","","0","",,"",,""
"1985-07","1985","07","23.1","E","12.8","","18.0","E","27.0","S","6.0","S","100.0","","0.0","","100.0","","0","",,"",,""
"1985-08","1985","08","22.0","","12.4","","17.2","","28.0","S","8.0","S","115.1","","0.0","","115.1","","0","",,"",,""
"1985-09","1985","09","18.3","","9.9","","14.1","","27.0","","2.5","","83.2","","0.0","","83.2","","0","",,"",,""
"1985-10","1985","10","11.8","","3.4","","7.6","","17.0","","-4.0","","98.1","","0.0","","98.1","","0","",,"",,""
"1985-11","1985","11","1.6","","-4.1","","-1.3","","14.5","","-13.0","S","107.5","","11.0","","118.5","","8","",,"",,""
"1985-12","1985","12","-7.0","","-15.3","","-11.2","","0.0","","-32.5","","0.0","","104.0","","104.0","","66","",,"",,""
"1986-01","1986","01","-6.7","","-16.6","","-11.7","","3.5","","-30.0","","0.0","T","37.6","","37.6","","36","",,"",,""
"1986-02","1986","02","-4.3","","-14.0","","-9.2","","3.0","","-22.5","","0.0","","25.0","","25.0","","29","",,"",,""
"1986-03","1986","03","1.4","E","-8.4","","-3.5","E","16.0","","-26.0","","5.4","","39.6","","45.0","","2","",,"",,""
"1986-04","1986","04","11.2","","1.0","","6.1","","26.5","","-8.0","","26.1","","0.0","T","26.1","","0","",,"",,""
"1986-05","1986","05","18.8","","7.8","","13.3","","30.5","S","-4.0","","73.3","","0.0","","73.3","","0","",,"",,""
"1986-06","1986","06","20.0","","8.8","","14.4","","25.5","S","2.0","","66.6","","0.0","","66.6","","0","",,"",,""
"1986-07","1986","07","24.0","","14.0","","19.0","","28.5","","6.5","","144.0","","0.0","","144.0","","0","",,"",,""
"1986-08","1986","08","21.4","","11.5","","16.5","","26.0","S","4.0","S","91.0","","0.0","","91.0","","0","",,"",,""
"1986-09","1986","09","16.0","","8.1","","12.1","","24.0","","2.0","S","126.1","","0.0","","126.1","","0","",,"",,""
"1986-10","1986","10","10.6","","1.8","","6.2","","19.0","","-5.0","","90.0","","0.0","","90.0","","0","",,"",,""
"1986-11","1986","11","1.5","","-4.8","","-1.7","","12.0","","-18.5","","17.2","","30.0","","47.2","","0","",,"",,""
"1986-12","1986","12","-1.7","","-7.7","","-4.7","","3.0","S","-26.0","","6.9","","39.0","","45.9","","20","",,"",,""
"1987-01","1987","01","-3.6","","-11.7","","-7.7","","6.0","","-31.0","","0.0","T","43.0","","43.0","","36","",,"",,""
"1987-02","1987","02","-1.3","","-12.1","","-6.7","","6.0","","-26.0","","0.0","T","33.0","E","33.0","E","6","",,"",,""
"1987-03","1987","03","4.1","","-6.3","","-1.1","","15.5","","-21.0","S","30.3","","29.0","","59.3","","0","",,"",,""
"1987-04","1987","04","13.6","","2.0","","7.8","","24.0","","-9.0","S","24.7","","16.0","","40.7","","","M",,"",,""
"1987-05","1987","05","17.2","","5.7","","11.5","","29.0","","-2.0","","90.1","","0.0","","90.1","","0","",,"",,""
"1987-06","1987","06","23.0","","12.0","E","17.5","E","30.5","","5.0","","51.2","","0.0","","51.2","","0","",,"",,""
"1987-07","1987","07","25.7","","15.2","","20.5","","31.0","","7.5","","61.5","","0.0","","61.5","","0","",,"",,""
"1987-08","1987","08","22.8","","12.8","","17.8","","31.0","","5.5","S","103.4","","0.0","","103.4","","0","",,"",,""
"1987-09","1987","09","18.9","E","8.7","E","13.8","E","25.0","S","3.0","E","69.9","","0.0","","69.9","","0","",,"",,""
"1987-10","1987","10","9.2","","1.5","","5.4","","17.0","","-3.5","","94.5","","0.0","T","94.5","","0","",,"",,""
"1987-11","1987","11","4.2","E","-3.3","","0.5","E","13.0","S","-15.0","","58.4","","6.4","","64.8","","","M",,"",,""
"1987-12","1987","12","-0.9","","-8.1","","-4.5","","6.5","","-22.0","","28.3","","46.2","","74.5","","18","",,"",,""
"1988-01","1988","01","-5.7","","-15.3","","-10.5","","5.5","","-31.0","","6.0","","47.0","","53.0","","20","",,"",,""
"1988-02","1988","02","-6.7","","-17.7","","-12.2","","3.5","","-29.0","","0.0","","45.0","E","45.0","E","24","",,"",,""
"1988-03","1988","03","0.1","","-10.6","","-5.3","","9.0","S","-27.0","","87.4","","38.0","","125.4","","2","",,"",,""
"1988-04","1988","04","9.2","E","-0.7","E","4.3","E","19.0","","-8.0","","80.3","","0.0","","80.3","","","M",,"",,""
"1988-05","1988","05","19.3","","6.4","E","12.9","E","31.0","","-2.5","","21.5","","0.0","","21.5","","0","",,"",,""
"1988-06","1988","06","22.9","","10.3","E","16.6","E","31.0","S","4.0","","19.4","","0.0","","19.4","","0","",,"",,""
"1988-07","1988","07","27.3","","15.4","","21.4","","35.5","","10.0","","86.2","","0.0","","86.2","","0","",,"",,""
"1988-08","1988","08","24.2","","14.2","","19.2","","32.5","","7.0","S","143.1","","0.0","","143.1","","0","",,"",,""
"1988-09","1988","09","17.7","","8.7","","13.2","","25.0","","2.0","","86.8","","0.0","","86.8","","0","",,"",,""
"1988-10","1988","10","8.3","","1.2","","4.8","","19.0","","-5.5","","186.5","E","0.0","T","186.5","E","0","",,"",,""
"1988-11","1988","11","4.3","","-1.2","","1.6","","12.0","","-10.5","","148.1","","10.0","E","158.1","E","","M",,"",,""
"1988-12","1988","12","-3.7","","-13.5","","-8.6","","6.0","","-27.0","","19.3","","77.0","","96.3","","15","",,"",,""
"1989-01","1989","01","-2.7","","-13.1","","-7.9","","4.5","S","-29.0","","0.0","T","74.0","E","74.0","E","40","",,"",,""
"1989-02","1989","02","-6.9","","-17.6","","-12.3","","1.0","","-31.0","","0.0","","27.6","","27.6","","42","",,"",,""
"1989-03","1989","03","-1.5","","-12.0","E","-6.8","E","13.0","","-26.5","","22.2","","29.6","","51.8","","6","",,"",,""
"1989-04","1989","04","6.9","","-2.0","","2.5","","17.5","","-11.0","","36.8","","11.8","","48.6","","0","",,"",,""
"1989-05","1989","05","17.7","","6.4","E","12.1","E","26.5","","-2.0","","52.4","","0.0","","52.4","","0","",,"",,""
"1989-06","1989","06","20.6","","10.6","","15.6","","28.0","S","1.0","","89.6","","0.0","","89.6","","0","",,"",,""
"1989-07","1989","07","27.8","E","14.1","","21.0","E","34.0","","8.0","","28.9","","0.0","","28.9","","0","",,"",,""
"1989-08","1989","08","22.6","","12.6","","17.6","","31.0","","6.0","","62.9","","0.0","","62.9","","0","",,"",,""
"1989-09","1989","09","19.1","","8.8","","14.0","","26.5","","-2.0","S","34.3","","0.0","","34.3","","0","",,"",,""
"1989-10","1989","10","11.7","","2.8","","7.3","","22.5","","-4.5","","66.2","","0.0","T","66.2","","0","",,"",,""
"1989-11","1989","11","0.4","","-7.7","","-3.7","","7.0","S","-24.0","","63.2","","73.2","","136.4","","20","",,"",,""
"1989-12","1989","12","-10.4","","-20.9","","-15.7","","-1.0","","-31.0","","0.0","","49.2","","49.2","","30","",,"",,""
"1990-01","1990","01","-1.4","","-10.4","","-5.9","","3.0","S","-23.5","","8.0","","35.6","","43.6","","35","",,"",,""
"1990-02","1990","02","-3.5","","-13.8","","-8.7","","5.0","","-27.0","","2.0","","29.6","","31.6","","39","",,"",,""
"1990-03","1990","03","2.0","","-7.9","","-3.0","","16.0","S","-25.0","","33.7","","0.6","","34.3","","","M",,"",,""
"1990-04","1990","04","10.7","","0.3","","5.5","","27.5","","-9.0","S","19.2","","29.2","","48.4","","0","",,"",,""
"1990-05","1990","05","15.3","","4.2","","9.8","","25.0","","-3.0","","117.7","","0.0","","117.7","","0","",,"",,""
"1990-06","1990","06","21.2","","10.3","","15.8","","28.0","","1.0","","137.8","","0.0","","137.8","","0","",,"",,""
"1990-07","1990","07","24.2","","","M","","M","30.0","","","M","88.2","","0.0","","88.2","","0","",,"",,""
"1990-08","1990","08","23.8","","12.4","E","18.1","E","29.0","S","6.5","","34.1","","0.0","","34.1","","0","",,"",,""
"1990-09","1990","09","17.7","","8.2","","13.0","","29.0","","0.0","","65.1","","0.0","","65.1","","0","",,"",,""
"1990-10","1990","10","10.3","","1.9","","6.1","","21.0","","-5.0","","154.0","","0.0","","154.0","","0","",,"",,""
"1990-11","1990","11","5.3","","-2.9","","1.2","","18.0","","-11.5","","77.9","","34.2","","112.1","","0","",,"",,""
"1990-12","1990","12","-2.4","","-10.4","","-6.4","","6.0","S","-25.5","","20.4","","64.8","","85.2","","10","",,"",,""
"1991-01","1991","01","-7.2","","-16.8","","-12.0","","1.5","","-31.0","","0.0","T","37.7","","37.7","","34","",,"",,""
"1991-02","1991","02","-2.1","","-13.5","","-7.8","","8.0","","-27.0","","1.2","","27.0","","28.2","","31","",,"",,""
"1991-03","1991","03","2.5","","-8.1","","-2.8","","10.0","S","-21.0","S","91.6","E","29.0","E","120.6","E","0","",,"",,""
"1991-04","1991","04","11.1","","0.6","","5.8","","22.5","","-9.0","","52.8","","14.0","","66.8","","0","",,"",,""
"1991-05","1991","05","19.5","E","7.2","","13.4","E","29.5","","-3.0","","63.3","","0.0","T","63.3","","0","",,"",,""
"1991-06","1991","06","24.7","","11.5","E","18.1","E","32.5","","3.5","","28.4","","0.0","","28.4","","0","",,"",,""
"1991-07","1991","07","25.6","E","13.5","E","19.7","I","34.0","E","5.0","E","96.3","E","0.0","","96.3","E","0","",,"",,""
"1991-08","1991","08","26.0","","12.9","","19.5","","32.0","","7.0","","33.5","","0.0","","33.5","","0","",,"",,""
"1991-09","1991","09","17.0","","6.9","","11.9","","26.0","S","-4.5","","146.9","","0.0","","146.9","","0","",,"",,""
"1991-10","1991","10","10.7","","2.2","","6.5","","17.0","S","-6.5","","180.1","","2.2","","182.3","","0","",,"",,""
"1991-11","1991","11","3.0","E","-3.8","E","-0.4","E","10.5","E","-15.5","B","68.6","","40.2","E","108.8","E","","M",,"",,""
"1991-12","1991","12","-3.0","","-12.6","","-7.8","","6.0","","-28.0","","45.0","","66.0","","111.0","","","M",,"",,""
"1992-01","1992","01","-5.4","","-15.1","","-10.3","","2.5","","-31.0","S","1.5","","75.0","","76.5","","","M",,"",,""
"1992-02","1992","02","-4.3","","-14.3","","-9.3","","3.5","","-28.0","","0.0","","56.5","","56.5","","","M",,"",,""
"1992-03","1992","03","-0.7","E","-12.3","E","-6.5","E","8.0","E","-23.0","E","24.3","","19.0","","43.3","","","M",,"",,""
"1992-04","1992","04","6.1","","-2.7","","1.7","","13.0","","-13.0","","54.4","","3.0","E","57.4","E","","M",,"",,""
"1992-05","1992","05","17.3","","4.0","","10.7","","28.0","","-2.0","","29.0","","0.0","","29.0","","0","",,"",,""
"1992-06","1992","06","21.8","","8.5","","15.1","","29.5","","2.5","S","36.6","","0.0","","36.6","","0","",,"",,""
"1992-07","1992","07","20.7","E","9.7","","15.2","E","26.5","","4.0","S","127.9","","0.0","","127.9","","0","",,"",,""
"1992-08","1992","08","21.5","","10.2","","15.9","","28.0","S","5.0","","87.5","","0.0","","87.5","","0","",,"",,""
"1992-09","1992","09","17.3","","7.4","","12.4","","23.0","S","-2.5","","155.9","","0.0","","155.9","","0","",,"",,""
"1992-10","1992","10","9.8","","1.3","","5.6","","24.5","","-6.0","S","62.0","","3.0","","65.0","","0","",,"",,""
"1992-11","1992","11","1.6","","-4.7","","-1.5","","8.5","","-14.0","S","90.4","","16.0","","106.4","","","M",,"",,""
"1992-12","1992","12","-2.5","E","-10.2","","-6.4","E","7.0","","-27.0","","16.8","","90.1","E","106.9","E","","M",,"",,""
"1993-01","1993","01","-4.9","","-15.7","","-10.3","","4.0","","-26.5","","8.0","","48.2","","56.2","","","",,"",,""
"1993-02","1993","02","-5.7","","-19.1","","-12.5","","4.0","","-30.0","","0.0","T","10.9","","10.9","","","",,"",,""
"1993-03","1993","03","2.5","","-10.2","","-3.9","","19.5","","-26.5","","0.0","","14.7","","14.7","","","",,"",,""
"1993-04","1993","04","8.2","","-1.9","","3.2","","16.0","","-8.5","","84.7","","15.7","","100.4","","0","",,"",,""
"1993-05","1993","05","15.8","","4.5","E","10.2","E","29.5","","-1.0","S","146.6","","0.0","","146.6","","0","",,"",,""
"1993-06","1993","06","20.4","","9.1","","14.8","","27.0","","1.0","","85.5","","0.0","","85.5","","0","",,"",,""
"1993-07","1993","07","25.2","","12.7","E","19.0","E","29.0","S","7.5","","85.0","E","0.0","","85.0","E","0","",,"",,""
"1993-08","1993","08","25.8","E","12.9","E","19.4","E","31.0","B","5.5","B","59.1","","0.0","","59.1","","0","",,"",,""
"1993-09","1993","09","16.6","","6.0","","11.3","","24.0","","-3.5","","144.1","","0.0","","144.1","","0","",,"",,""
"1993-10","1993","10","8.1","","1.0","","4.6","","15.0","","-7.5","","117.4","","7.1","E","124.5","E","","M",,"",,""
"1993-11","1993","11","1.9","E","-5.7","E","-1.9","E","8.0","S","-16.0","","55.7","E","37.5","","93.2","E","","M",,"",,""
"1993-12","1993","12","-2.5","","-10.4","","-6.5","","7.0","","-36.0","","52.4","","55.5","","107.9","","","",,"",,""
"1994-01","1994","01","-13.3","","-23.8","","-18.6","","-1.0","","-36.0","","0.0","","68.3","","68.3","","","M",,"",,""
"1994-02","1994","02","-7.2","E","-19.1","","-13.2","E","7.5","","-33.0","","23.6","","19.5","E","43.1","E","","M",,"",,""
"1994-03","1994","03","1.7","","-8.9","","-3.6","","10.0","","-17.0","","1.6","","16.5","","18.1","","","",,"",,""
"1994-04","1994","04","8.3","","-1.7","","3.3","","23.0","","-10.0","","49.6","","1.4","","51.0","","","M",,"",,""
"1994-05","1994","05","16.5","","4.1","","10.3","","28.5","","-2.0","","88.4","","0.0","T","88.4","","0","",,"",,""
"1994-06","1994","06","23.7","","11.5","","17.6","","32.5","S","3.5","","81.9","","0.0","","81.9","","0","",,"",,""
"1994-07","1994","07","23.9","","13.5","E","18.7","E","28.0","","9.0","B","96.7","","0.0","","96.7","","0","",,"",,""
"1994-08","1994","08","21.6","","11.0","","16.3","","27.5","","5.0","","99.6","","0.0","","99.6","","0","",,"",,""
"1994-09","1994","09","19.6","E","9.5","","14.6","E","26.5","","2.0","","45.2","","0.0","T","45.2","","0","",,"",,""
"1994-10","1994","10","13.0","E","4.4","","8.7","E","19.0","S","-1.5","S","77.4","","0.0","T","77.4","","0","",,"",,""
"1994-11","1994","11","5.5","","-2.1","","1.7","","14.0","","-13.0","","78.0","","16.0","","94.0","","10","E",,"",,""
"1994-12","1994","12","0.6","E","-5.5","E","-2.4","E","8.5","","-18.5","","2.8","","19.0","","21.8","","0","",,"",,""
"1995-01","1995","01","-3.1","","-11.6","","-7.4","","6.0","","-28.0","","8.7","","19.5","","28.2","","4","",,"",,""
"1995-02","1995","02","-6.3","","-16.9","","-11.6","","4.0","","-32.5","","0.0","","49.6","E","49.6","E","16","",,"",,""
"1995-03","1995","03","3.9","","-6.8","","-1.5","","19.0","","-22.0","S","17.4","","27.0","","44.4","","0","",,"",,""
"1995-04","1995","04","5.7","","-3.5","E","1.1","E","11.0","S","-15.0","","126.4","","15.0","","141.4","","0","",,"",,""
"1995-05","1995","05","16.6","","5.2","","10.9","","26.0","S","1.5","","148.9","","0.0","","148.9","","0","",,"",,""
"1995-06","1995","06","25.4","","12.5","","19.0","","38.5","","3.5","","48.3","","0.0","","48.3","","0","",,"",,""
"1995-07","1995","07","24.8","","13.6","","19.2","","34.0","S","5.5","","94.2","","0.0","","94.2","","0","",,"",,""
"1995-08","1995","08","25.0","","14.3","","19.7","","32.5","","7.0","","128.0","","0.0","","128.0","","0","",,"",,""
"1995-09","1995","09","16.8","","7.0","","11.9","","23.0","","0.0","","91.2","","0.0","","91.2","","0","",,"",,""
"1995-10","1995","10","11.5","E","4.8","E","8.2","E","24.0","","-3.0","","111.2","","0.0","","111.2","","0","",,"",,""
"1995-11","1995","11","-0.5","","-8.3","E","-4.4","E","6.5","","-19.0","","33.4","","54.5","","87.9","","24","",,"",,""
"1995-12","1995","12","-6.3","E","-14.6","","-10.5","E","1.0","","-24.0","S","0.0","","62.1","","62.1","","47","",,"",,""
"1996-01","1996","01","-6.7","","-17.6","","-12.2","","8.5","","-29.5","","35.3","","73.6","","108.9","","60","",,"",,""
"1996-02","1996","02","-5.4","","-16.7","E","-11.0","E","4.5","","-35.5","","9.2","","50.5","","59.7","","52","",,"",,""
"1996-03","1996","03","-0.1","","-11.5","","-5.8","","9.0","","-25.5","","21.2","","24.5","","45.7","","12","",,"",,""
"1996-04","1996","04","5.5","E","-3.5","E","1.0","E","14.0","","-10.5","","71.0","","24.1","","95.1","","0","",,"",,""
"1996-05","1996","05","15.7","","2.9","","9.3","","25.5","","-2.5","","34.5","","0.2","","34.7","","0","",,"",,""
"1996-06","1996","06","22.7","","12.6","","17.7","","28.5","S","6.0","","110.0","","0.0","","110.0","","0","",,"",,""
"1996-07","1996","07","22.3","","12.2","","17.3","","29.0","","9.0","","191.9","","0.0","","191.9","","0","",,"",,""
"1996-08","1996","08","24.8","","12.6","","18.7","","29.0","","7.0","","139.4","","0.0","","139.4","","0","",,"",,""
"1996-09","1996","09","20.8","I","10.8","I","15.9","I","29.0","I","-0.5","I","39.8","I","0.0","","39.8","I","0","",,"",,""
"1996-10","1996","10","10.7","E","0.2","E","5.5","E","21.0","","-10.0","","111.3","","0.0","","111.3","","0","",,"",,""
"1996-11","1996","11","1.5","E","-5.6","E","-2.1","E","11.5","","-14.5","","51.7","","10.2","","61.9","","5","",,"",,""
"1996-12","1996","12","-2.7","","-9.3","E","-6.0","E","4.0","","-25.0","","6.2","E","156.2","E","162.4","E","58","",,"",,""
"1997-01","1997","01","-8.6","E","-20.5","","-14.6","E","4.0","","-36.0","","","M","69.0","I","63.0","I","88","",,"",,""
"1997-02","1997","02","-4.6","","-16.4","","-10.5","","5.0","","-29.0","","2.0","E","43.2","","45.2","E","86","",,"",,""
"1997-03","1997","03","-0.7","E","-11.9","E","-6.3","E","10.0","","-23.0","E","0.0","","48.0","E","48.0","E","59","",,"",,""
"1997-04","1997","04","8.9","","-4.1","E","2.4","E","18.0","","-16.0","","126.0","E","5.0","","131.0","E","0","",,"",,""
"1997-05","1997","05","12.4","E","1.5","","7.0","E","23.0","","-4.0","","107.9","","0.0","","107.9","","0","",,"",,""
"1997-06","1997","06","24.8","","10.9","","17.9","","31.0","","4.0","","51.3","","0.0","","51.3","","0","",,"",,""
"1997-07","1997","07","24.0","","12.5","E","18.4","E","30.0","","4.0","E","38.8","","0.0","","38.8","","0","",,"",,""
"1997-08","1997","08","21.6","","10.2","","15.9","","28.5","S","5.5","","98.5","","0.0","","98.5","","0","",,"",,""
"1997-09","1997","09","17.3","E","7.4","","12.3","E","22.0","","-1.0","S","76.3","","0.0","","76.3","","0","",,"",,""
"1997-10","1997","10","10.7","","1.1","","5.9","","23.0","","-9.5","","65.4","","18.2","","83.6","","0","",,"",,""
"1997-11","1997","11","1.8","E","-5.5","","-1.9","E","11.0","","-17.0","","53.8","","23.7","E","77.5","E","3","",,"",,""
