"Station Name","ELLIOT LAKE DENISON"
"Province","ONTARIO"
"Latitude","46.50"
"Longitude","-82.62"
"Elevation","434.30"
"Climate Identifier","6052260"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1976-12","1976","12","-8.5","","-19.0","","-13.8","","1.1","","-31.1","","0.0","","47.8","","47.8","","","M",,"",,""
"1977-01","1977","01","-10.6","","-19.5","","-15.1","","-3.3","","-32.8","","0.0","","52.1","","52.1","","","M",,"",,""
"1977-02","1977","02","-5.4","","-13.8","","-9.6","","2.8","","-25.0","","6.1","","54.9","","61.0","","","M",,"",,""
"1977-03","1977","03","4.0","","-6.3","","-1.2","","15.6","","-18.3","","57.9","","26.4","","84.3","","","M",,"",,""
"1977-04","1977","04","11.5","","-1.3","","5.1","","20.6","","-17.8","","39.5","","26.7","","66.2","","","M",,"",,""
"1977-05","1977","05","21.0","","6.5","","13.8","","30.0","","-2.8","","26.6","","0.0","T","26.6","","0","",,"",,""
"1977-06","1977","06","20.1","","8.1","","14.1","","26.7","S","-0.6","","50.7","","0.0","","50.7","","0","",,"",,""
"1977-07","1977","07","24.1","","13.4","","18.8","","32.0","","7.0","","58.3","","0.0","","58.3","","0","",,"",,""
"1977-08","1977","08","20.1","","10.8","","15.5","","25.0","S","4.5","","112.2","","0.0","","112.2","","0","",,"",,""
"1977-09","1977","09","16.6","","9.7","","13.2","","22.5","","3.0","","120.5","","0.0","","120.5","","0","",,"",,""
"1977-10","1977","10","10.5","","2.3","","6.4","","18.5","","-6.0","","108.1","","0.0","","108.1","","0","",,"",,""
"1977-11","1977","11","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1977-12","1977","12","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-01","1978","01","-8.2","","-18.8","","-13.5","","-2.0","S","-28.5","","0.0","","50.5","","50.5","","","M",,"",,""
"1978-02","1978","02","-6.6","","-16.3","","-11.5","","-1.5","","-26.0","","0.0","","21.9","","21.9","","","M",,"",,""
"1978-03","1978","03","0.0","","-11.6","","-5.8","","8.0","","-24.0","","0.0","","52.4","","52.4","","","M",,"",,""
"1978-04","1978","04","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-05","1978","05","19.6","","7.2","","13.4","","29.0","S","-5.0","","85.8","","0.0","","85.8","","0","",,"",,""
"1978-06","1978","06","20.3","","9.2","","14.8","","27.0","","-1.0","","84.4","","0.0","","84.4","","0","",,"",,""
"1978-07","1978","07","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-08","1978","08","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-09","1978","09","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-10","1978","10","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-11","1978","11","","M","","M","","M","","M","","M","","M","","M","","M","","M",,"",,""
"1978-12","1978","12","-2.0","E","-12.9","E","-7.5","E","9.0","","-25.5","","0.0","","78.5","E","78.5","E","","M",,"",,""
"1979-01","1979","01","-7.7","","-17.3","E","-12.5","E","5.0","","-28.0","S","0.0","","48.0","","48.0","","","",,"",,""
"1979-02","1979","02","-9.6","","-21.3","","-15.5","","7.5","","-33.5","","0.0","","29.0","E","29.0","E","","",,"",,""
"1979-03","1979","03","","M","","M","","M","","M","","M","0.0","T","2.8","","2.8","","","",,"",,""
"1979-04","1979","04","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1979-05","1979","05","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1979-06","1979","06","","M","","M","","M","","M","","M","38.8","","0.0","","38.8","","","",,"",,""
"1979-07","1979","07","","M","","M","","M","","M","","M","","M","0.0","","","M","","",,"",,""
"1979-08","1979","08","20.3","E","11.5","E","15.9","E","26.0","","4.0","S","134.8","","0.0","","134.8","","","",,"",,""
"1979-09","1979","09","18.0","","8.6","","13.3","","24.5","","1.0","","37.9","","0.0","","37.9","","","",,"",,""
"1979-10","1979","10","9.8","","2.0","","5.9","","","M","","M","","M","","M","","M","","",,"",,""
"1979-11","1979","11","3.2","","-4.6","","-0.7","","","M","","M","4.2","","23.5","","27.7","","","",,"",,""
"1979-12","1979","12","-0.6","E","-10.2","","-5.4","E","7.0","","-22.0","S","13.0","E","64.0","","77.0","E","","",,"",,""
